ANNO;AteneoCOD;AteneoNOME;AteneoREGIONE;AteneoAREAGEO;CorsoTIPO;COD_FoET2013;DESC_FoET2013;Genere;DOTTORI
2020;07001;Campobasso - Università degli studi del Molise;Molise;SUD;Dottorato di ricerca;3;Social sciences, journalism and information;M;1
2020;07001;Campobasso - Università degli studi del Molise;Molise;SUD;Dottorato di ricerca;4;Business, administration and law;F;3
2020;07001;Campobasso - Università degli studi del Molise;Molise;SUD;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;1
2020;07001;Campobasso - Università degli studi del Molise;Molise;SUD;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;3
2020;07001;Campobasso - Università degli studi del Molise;Molise;SUD;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;1
2020;07001;Campobasso - Università degli studi del Molise;Molise;SUD;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;1
2020;07001;Campobasso - Università degli studi del Molise;Molise;SUD;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;1
2020;07001;Campobasso - Università degli studi del Molise;Molise;SUD;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;6
2020;07001;Campobasso - Università degli studi del Molise;Molise;SUD;Dottorato di ricerca;9;Health and welfare;F;3
2020;07001;Campobasso - Università degli studi del Molise;Molise;SUD;Dottorato di ricerca;9;Health and welfare;M;2
2020;07101;Foggia - Università degli studi;Puglia;SUD;Dottorato di ricerca;1;Education;F;6
2020;07101;Foggia - Università degli studi;Puglia;SUD;Dottorato di ricerca;1;Education;M;2
2020;07101;Foggia - Università degli studi;Puglia;SUD;Dottorato di ricerca;2;Arts and humanities;F;1
2020;07101;Foggia - Università degli studi;Puglia;SUD;Dottorato di ricerca;3;Social sciences, journalism and information;F;1
2020;07101;Foggia - Università degli studi;Puglia;SUD;Dottorato di ricerca;4;Business, administration and law;F;2
2020;07101;Foggia - Università degli studi;Puglia;SUD;Dottorato di ricerca;4;Business, administration and law;M;2
2020;07101;Foggia - Università degli studi;Puglia;SUD;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;2
2020;07101;Foggia - Università degli studi;Puglia;SUD;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;3
2020;07101;Foggia - Università degli studi;Puglia;SUD;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;4
2020;07101;Foggia - Università degli studi;Puglia;SUD;Dottorato di ricerca;9;Health and welfare;M;1
2020;07101;Foggia - Università degli studi;Puglia;SUD;Dottorato di ricerca;9;Health and welfare;F;3
2020;07201;Bari - Università degli studi;Puglia;SUD;Dottorato di ricerca;1;Education;F;1
2020;07201;Bari - Università degli studi;Puglia;SUD;Dottorato di ricerca;2;Arts and humanities;M;5
2020;07201;Bari - Università degli studi;Puglia;SUD;Dottorato di ricerca;2;Arts and humanities;F;5
2020;07201;Bari - Università degli studi;Puglia;SUD;Dottorato di ricerca;4;Business, administration and law;M;2
2020;07201;Bari - Università degli studi;Puglia;SUD;Dottorato di ricerca;4;Business, administration and law;F;4
2020;07201;Bari - Università degli studi;Puglia;SUD;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;7
2020;07201;Bari - Università degli studi;Puglia;SUD;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;9
2020;07201;Bari - Università degli studi;Puglia;SUD;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;2
2020;07201;Bari - Università degli studi;Puglia;SUD;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;2
2020;07201;Bari - Università degli studi;Puglia;SUD;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;3
2020;07201;Bari - Università degli studi;Puglia;SUD;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;4
2020;07201;Bari - Università degli studi;Puglia;SUD;Dottorato di ricerca;9;Health and welfare;M;1
2020;07202;Bari - Politecnico;Puglia;SUD;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;1
2020;07202;Bari - Politecnico;Puglia;SUD;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;1
2020;07202;Bari - Politecnico;Puglia;SUD;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;9
2020;07202;Bari - Politecnico;Puglia;SUD;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;25
2020;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";Puglia;SUD;Dottorato di ricerca;4;Business, administration and law;F;2
2020;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";Puglia;SUD;Dottorato di ricerca;4;Business, administration and law;M;1
2020;07501;Lecce - Università del Salento;Puglia;SUD;Dottorato di ricerca;2;Arts and humanities;M;6
2020;07501;Lecce - Università del Salento;Puglia;SUD;Dottorato di ricerca;2;Arts and humanities;F;11
2020;07501;Lecce - Università del Salento;Puglia;SUD;Dottorato di ricerca;3;Social sciences, journalism and information;M;2
2020;07501;Lecce - Università del Salento;Puglia;SUD;Dottorato di ricerca;3;Social sciences, journalism and information;F;6
2020;07501;Lecce - Università del Salento;Puglia;SUD;Dottorato di ricerca;4;Business, administration and law;F;3
2020;07501;Lecce - Università del Salento;Puglia;SUD;Dottorato di ricerca;4;Business, administration and law;M;4
2020;07501;Lecce - Università del Salento;Puglia;SUD;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;9
2020;07501;Lecce - Università del Salento;Puglia;SUD;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;13
2020;07501;Lecce - Università del Salento;Puglia;SUD;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;13
2020;07501;Lecce - Università del Salento;Puglia;SUD;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;10
2020;07501;Lecce - Università del Salento;Puglia;SUD;Dottorato di ricerca;9;Health and welfare;F;1
2020;07501;Lecce - Università del Salento;Puglia;SUD;Dottorato di ricerca;10;Services;M;1
2020;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Dottorato di ricerca;2;Arts and humanities;M;4
2020;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Dottorato di ricerca;2;Arts and humanities;F;4
2020;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Dottorato di ricerca;3;Social sciences, journalism and information;F;1
2020;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;3
2020;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;2
2020;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;2
2020;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;6
2020;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;7
2020;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;7
2020;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Dottorato di ricerca;2;Arts and humanities;M;3
2020;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Dottorato di ricerca;2;Arts and humanities;F;6
2020;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Dottorato di ricerca;3;Social sciences, journalism and information;M;7
2020;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Dottorato di ricerca;3;Social sciences, journalism and information;F;3
2020;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Dottorato di ricerca;4;Business, administration and law;F;2
2020;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;13
2020;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;25
2020;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;2
2020;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);F;1
2020;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;17
2020;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;7
2020;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;1
2020;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;Dottorato di ricerca;9;Health and welfare;F;3
2020;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;Dottorato di ricerca;2;Arts and humanities;F;1
2020;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;Dottorato di ricerca;3;Social sciences, journalism and information;F;1
2020;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;Dottorato di ricerca;4;Business, administration and law;M;2
2020;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;Dottorato di ricerca;4;Business, administration and law;F;5
2020;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;2
2020;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;11
2020;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;5
2020;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;7
2020;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;2
2020;08201;Palermo - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;1;Education;F;6
2020;08201;Palermo - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;2;Arts and humanities;M;5
2020;08201;Palermo - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;2;Arts and humanities;F;8
2020;08201;Palermo - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;3;Social sciences, journalism and information;F;1
2020;08201;Palermo - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;3;Social sciences, journalism and information;M;2
2020;08201;Palermo - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;4;Business, administration and law;M;10
2020;08201;Palermo - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;4;Business, administration and law;F;5
2020;08201;Palermo - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;16
2020;08201;Palermo - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;27
2020;08201;Palermo - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;23
2020;08201;Palermo - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;13
2020;08201;Palermo - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;8
2020;08201;Palermo - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;4
2020;08201;Palermo - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;9;Health and welfare;F;6
2020;08201;Palermo - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;9;Health and welfare;M;3
2020;08301;Messina - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;1;Education;M;1
2020;08301;Messina - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;2;Arts and humanities;M;3
2020;08301;Messina - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;2;Arts and humanities;F;2
2020;08301;Messina - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;3;Social sciences, journalism and information;M;3
2020;08301;Messina - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;3;Social sciences, journalism and information;F;5
2020;08301;Messina - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;4;Business, administration and law;F;3
2020;08301;Messina - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;4;Business, administration and law;M;2
2020;08301;Messina - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;7
2020;08301;Messina - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;9
2020;08301;Messina - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;2
2020;08301;Messina - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;2
2020;08301;Messina - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;2
2020;08301;Messina - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;1
2020;08301;Messina - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;9;Health and welfare;M;7
2020;08301;Messina - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;9;Health and welfare;F;4
2020;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";Sicilia;ISOLE;Dottorato di ricerca;3;Social sciences, journalism and information;M;1
2020;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";Sicilia;ISOLE;Dottorato di ricerca;3;Social sciences, journalism and information;F;7
2020;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";Sicilia;ISOLE;Dottorato di ricerca;4;Business, administration and law;F;4
2020;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";Sicilia;ISOLE;Dottorato di ricerca;4;Business, administration and law;M;2
2020;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";Sicilia;ISOLE;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;1
2020;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";Sicilia;ISOLE;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;6
2020;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";Sicilia;ISOLE;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;2
2020;08701;Catania - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;3;Social sciences, journalism and information;M;1
2020;08701;Catania - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;3;Social sciences, journalism and information;F;2
2020;08701;Catania - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;4;Business, administration and law;F;2
2020;08701;Catania - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;4;Business, administration and law;M;2
2020;08701;Catania - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;25
2020;08701;Catania - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;22
2020;08701;Catania - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;4
2020;08701;Catania - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);F;2
2020;08701;Catania - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;5
2020;08701;Catania - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;7
2020;08701;Catania - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;5
2020;08701;Catania - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;3
2020;08701;Catania - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;9;Health and welfare;M;2
2020;08701;Catania - Università degli studi;Sicilia;ISOLE;Dottorato di ricerca;9;Health and welfare;F;1
2020;09001;Sassari - Università degli studi;Sardegna;ISOLE;Dottorato di ricerca;2;Arts and humanities;M;5
2020;09001;Sassari - Università degli studi;Sardegna;ISOLE;Dottorato di ricerca;2;Arts and humanities;F;2
2020;09001;Sassari - Università degli studi;Sardegna;ISOLE;Dottorato di ricerca;3;Social sciences, journalism and information;M;1
2020;09001;Sassari - Università degli studi;Sardegna;ISOLE;Dottorato di ricerca;4;Business, administration and law;M;2
2020;09001;Sassari - Università degli studi;Sardegna;ISOLE;Dottorato di ricerca;4;Business, administration and law;F;5
2020;09001;Sassari - Università degli studi;Sardegna;ISOLE;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;4
2020;09001;Sassari - Università degli studi;Sardegna;ISOLE;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;3
2020;09001;Sassari - Università degli studi;Sardegna;ISOLE;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;1
2020;09001;Sassari - Università degli studi;Sardegna;ISOLE;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;17
2020;09001;Sassari - Università degli studi;Sardegna;ISOLE;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;5
2020;09001;Sassari - Università degli studi;Sardegna;ISOLE;Dottorato di ricerca;9;Health and welfare;M;5
2020;09001;Sassari - Università degli studi;Sardegna;ISOLE;Dottorato di ricerca;9;Health and welfare;F;5
2020;09201;Cagliari - Università degli studi;Sardegna;ISOLE;Dottorato di ricerca;2;Arts and humanities;M;3
2020;09201;Cagliari - Università degli studi;Sardegna;ISOLE;Dottorato di ricerca;2;Arts and humanities;F;4
2020;09201;Cagliari - Università degli studi;Sardegna;ISOLE;Dottorato di ricerca;3;Social sciences, journalism and information;M;6
2020;09201;Cagliari - Università degli studi;Sardegna;ISOLE;Dottorato di ricerca;3;Social sciences, journalism and information;F;1
2020;09201;Cagliari - Università degli studi;Sardegna;ISOLE;Dottorato di ricerca;4;Business, administration and law;M;5
2020;09201;Cagliari - Università degli studi;Sardegna;ISOLE;Dottorato di ricerca;4;Business, administration and law;F;6
2020;09201;Cagliari - Università degli studi;Sardegna;ISOLE;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;24
2020;09201;Cagliari - Università degli studi;Sardegna;ISOLE;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;19
2020;09201;Cagliari - Università degli studi;Sardegna;ISOLE;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;4
2020;09201;Cagliari - Università degli studi;Sardegna;ISOLE;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;14
2020;09201;Cagliari - Università degli studi;Sardegna;ISOLE;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;9
2020;09201;Cagliari - Università degli studi;Sardegna;ISOLE;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;1
2020;09201;Cagliari - Università degli studi;Sardegna;ISOLE;Dottorato di ricerca;9;Health and welfare;F;6
2020;09201;Cagliari - Università degli studi;Sardegna;ISOLE;Dottorato di ricerca;9;Health and welfare;M;3
2019;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Dottorato di ricerca;1;Education;F;1
2019;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Dottorato di ricerca;2;Arts and humanities;M;10
2019;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Dottorato di ricerca;2;Arts and humanities;F;14
2019;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Dottorato di ricerca;3;Social sciences, journalism and information;M;16
2019;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Dottorato di ricerca;3;Social sciences, journalism and information;F;16
2019;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Dottorato di ricerca;4;Business, administration and law;F;8
2019;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Dottorato di ricerca;4;Business, administration and law;M;11
2019;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;40
2019;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;46
2019;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;7
2019;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);F;1
2019;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;1
2019;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;4
2019;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;13
2019;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Dottorato di ricerca;9;Health and welfare;M;10
2019;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Dottorato di ricerca;9;Health and welfare;F;32
2019;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Dottorato di ricerca;3;Social sciences, journalism and information;M;2
2019;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Dottorato di ricerca;3;Social sciences, journalism and information;F;2
2019;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Dottorato di ricerca;4;Business, administration and law;F;1
2019;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;8
2019;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;24
2019;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;125
2019;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;42
2019;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Dottorato di ricerca;9;Health and welfare;M;3
2019;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Dottorato di ricerca;2;Arts and humanities;F;4
2019;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Dottorato di ricerca;4;Business, administration and law;M;2
2019;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Dottorato di ricerca;4;Business, administration and law;F;2
2019;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;1
2019;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;6
2019;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Dottorato di ricerca;9;Health and welfare;F;2
2019;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Dottorato di ricerca;9;Health and welfare;M;3
2019;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;1;Education;M;1
2019;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;1;Education;F;1
2019;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;2;Arts and humanities;M;10
2019;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;2;Arts and humanities;F;20
2019;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;3;Social sciences, journalism and information;M;11
2019;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;3;Social sciences, journalism and information;F;8
2019;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;4;Business, administration and law;F;3
2019;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;4;Business, administration and law;M;5
2019;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;40
2019;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;35
2019;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;7
2019;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);F;3
2019;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;60
2019;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;32
2019;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;9;Health and welfare;M;13
2019;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;9;Health and welfare;F;32
2019;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;Dottorato di ricerca;3;Social sciences, journalism and information;M;1
2019;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;Dottorato di ricerca;4;Business, administration and law;F;3
2019;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;1
2019;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;1
2019;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Dottorato di ricerca;2;Arts and humanities;M;3
2019;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Dottorato di ricerca;3;Social sciences, journalism and information;M;4
2019;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Dottorato di ricerca;3;Social sciences, journalism and information;F;4
2019;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Dottorato di ricerca;4;Business, administration and law;F;1
2019;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Dottorato di ricerca;4;Business, administration and law;M;4
2019;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;15
2019;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;15
2019;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;3
2019;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);F;1
2019;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;1
2019;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Dottorato di ricerca;9;Health and welfare;F;11
2019;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Dottorato di ricerca;9;Health and welfare;M;5
2019;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;2;Arts and humanities;M;15
2019;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;2;Arts and humanities;F;20
2019;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;3;Social sciences, journalism and information;M;13
2019;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;3;Social sciences, journalism and information;F;15
2019;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;4;Business, administration and law;M;7
